"SRR1917694_sorted"	"SRR1917695_sorted"	"SRR1917696_sorted"	"SRR1917697_sorted"	"SRR1917698_sorted"	"SRR1917699_sorted"	"SRR1917700_sorted"	"SRR1917701_sorted"	"SRR1917702_sorted"	"SRR1917703_sorted"	"SRR1917704_sorted"	"SRR1917705_sorted"	"SRR1917706_sorted"	"SRR1917707_sorted"	"SRR1917708_sorted"	"SRR1917709_sorted"	"SRR1917710_sorted"	"SRR1917711_sorted"	"SRR1917712_sorted"	"SRR1917713_sorted"	"SRR1917714_sorted"	"SRR1917715_sorted"
"gene:Rv1221"	4174.67	5801.5	7632.5	2455.67	3434.5	2836.5	2159.33	1484.5	1247.5	4076.5	3353.17	1347.33	1119.83	6352	7272.17	14859.5	8228	8340.83	8911.17	15283.5	2165.17	1836.67
"putative_sRNA:m1365017_1365114"	0	1	1	1	0	0	0.5	1	2	6	0.5	0	0	0	3.5	6	2	0	1	5	0	1
"gene:EBG00000313390"	731.67	699.67	967.92	624.17	1098.17	665.67	1140.75	662.33	493	1179.67	835.25	363.33	170.67	1217.08	1333.75	1857	992.83	944	1241.83	2255.41	273.33	254.67
"putative_sRNA:m1365341_1365471"	8	0	0	2	17	6	2.5	6	5	12	2.5	0	0	3	1.5	13	2	7	4	16	5	0
"gene:Rv1222"	1636	1529.66	2170.41	1704.83	2731.5	1848.16	3146.25	1686.33	1290.83	3183.16	2426.75	1138.17	466.17	3128.41	3826.91	4226.16	2315.16	2192.83	3128.66	5513.24	726.33	563.67
"putative_UTR:p1365809_1365874"	223.83	171.17	252.42	244.17	460.16	331.83	541.91	287.33	200.33	518	340.25	193.83	75	434.75	710.58	618.33	348	345.5	463.16	781.91	144.67	106
"gene:Rv1223"	2540.5	1209	2185.25	5369.17	7322.5	5310.83	7644.25	3892.17	2514	10646.33	7904.92	2957	883.17	5786.25	9097.08	7969	3918.16	4724.5	7106.16	12459.58	1215.5	969.67
"gene:Rv1224"	560.33	213.67	394	1163.17	1758.5	1371	1697.33	846.33	546.5	2423.33	1691.17	753.67	238.17	1394.67	2206.17	1667.67	811.83	848.67	1349.5	2406	256.33	266.33
"putative_UTR:p1367859_1367907"	66.83	21.17	45	165.5	237	173.17	245.83	130.33	67	416.5	286.17	135.67	39.67	189.83	323.83	256.17	99	132.17	213.5	367	30.33	23.83
"gene:Rv1225c"	131.5	53	89.5	243.5	356.5	290	500	253	152	607.5	462.5	204	67.5	357	468.5	556	239	335	283.5	543.5	81.5	59
"putative_sRNA:p1368047_1368350"	253.17	83.17	245.5	956.33	1235.67	1057.83	1144.33	589.67	301.83	2140.5	1488.33	534	182.33	1225	1770.5	1331.17	633	471.5	990	1800.33	123.33	93.17
"gene:Rv1226c"	242	95	178	525.5	836.5	660	772.5	342	239	1440	1110	542.5	85	408.5	741.5	591.5	312.5	351	562.5	1094	91.5	70.5
"gene:Rv1227c"	126	47	91	274	284	259.5	334	197.5	93	558	477.5	182	36.5	202.5	261.5	267	139.5	138	369.5	707	66	65.5
"gene:Rv1228"	92	56	81	151	178	141	373	176	74	238	179	55	18	151	90	129	78	89	157	306	92	87
"putative_UTR:m1371068_1371776"	685	350.5	692.5	1923.5	2337	1730.5	3197.5	1546	928	4180.5	3036	1216	317.5	2141	2041	1909.5	844.5	866.5	1976.5	3163	880	777.5
"gene:Rv1229c"	1344.5	576.5	1149.5	3483.5	4494	3444.5	4285.5	2327	1468.5	6289	4439	2189.5	626	2901.5	4415	5104.5	2436.5	2399.5	4327	6829.5	747	528.5
"putative_sRNA:p1372453_1372942"	1442	666	1155	3903	4840	3371	6091	3060	1648	4626	2636	1343	474	2619	2568	3698	1845	1677	3019	5137	1105	790
"gene:Rv1230c"	1825.83	777.33	1205	3758.5	4275	3217.67	6148.33	3874.83	2083.67	6136.5	4539.33	1866.33	320.67	1493.83	1867.17	1420.17	669.67	810.17	3366	6435.33	923.5	739.17
"putative_UTR:m1374198_1374321"	853.83	315.83	452	1341.17	1417	1140.83	2514.83	1415.83	883.17	2597.5	1878.17	727.33	86.17	426.33	597.5	376.5	192.67	254.17	1321	2297.17	389.5	330.67
"gene:Rv1231c"	354.83	107.83	213.5	774.67	889	615.83	719.83	494.33	273.17	1418	1200.17	436.33	70.67	414.33	719	515.5	244.67	269.17	1163.5	2206.67	201	121.67
"putative_sRNA:p1374605_1375036"	163	63	94	227	238	137	557	317	167	271	166	67	40	285	283	375	176	153	164	281	196	178
"gene:Rv1232c"	434	213.83	430.33	1230	1726.17	1398.17	1187.17	721.33	367.17	3189.83	2643.67	1031.5	162.33	840.67	1130.33	1096.17	536	626	2076.5	3377.5	214.5	169
"putative_UTR:m1376169_1376229"	70.5	42.33	89.33	294.83	320.17	256.5	264.17	156.83	88.67	709.83	578.33	171.5	23.33	130.67	196.5	131.83	49	58	627.5	980.66	43.5	24.5
"gene:Rv1233c"	1330	622.83	1372.33	5021.83	6672.67	4362.5	3584.17	2396.33	1244.67	10861.33	8660.33	3707	432.33	2269.67	3644	2037.33	941	1450.5	10092.5	18442.66	653	472
"putative_sRNA:p1376547_1376899"	93	22	45	270.5	259.5	152.5	374	215	137	388	261	83.5	11	138	165	134.5	107.5	121.5	270	551.5	47	73.5
"gene:Rv1234"	358	145.5	282.5	773.5	1010.5	777.5	944.5	580.5	399.5	1246.5	987.5	386	61	363	624	726.5	357.5	426	1281.5	2407.5	180	117.5
"gene:Rv1235"	417.5	214	385	1133	1563	1207.5	1152	746	479.5	1907	1420.5	572.5	121	758	932.5	1101.5	511	598.5	1488	2743.5	259.5	192
"gene:Rv1236"	236.5	107.5	188	787	1057.5	810	688.5	440.5	271	1126.5	928.5	320.5	64.5	474	541.5	545.5	302.5	257	1049.5	1679	182	133.5
"gene:Rv1237"	227	103.5	163.5	659.5	953.5	731.5	623	431	266.5	1015.5	757	256.5	58	373	399.5	436	203	189.5	939	1599.5	180.5	138
"gene:Rv1238"	399.5	303	474.5	1112	1322	916.5	904	572.5	350	1683	1118.5	482.5	103.5	537.5	545.5	572	250	278	1533.5	2288.5	303	227.5
"putative_UTR:p1381866_1381987"	41.5	20.5	35.5	132.5	159	131.5	113	82.5	42.5	219.5	149	61.5	18	60.5	82	39	22.5	22.5	155.5	257.5	51	34
"gene:Rv1239c"	388	152	220	696	799	478	709	426	277	1234	758	309	112	608	347	1321	581	978	1011	2055	425	314
"putative_UTR:p1383182_1383212"	87	28.5	57.5	243.5	287.5	144.5	211.5	132	71.5	830	580	205	28.5	179	175	262	124	172.5	832.5	1310.5	40.5	25
"gene:Rv1240"	658.58	217.67	448.33	2060.67	2595.83	1507.92	1769.5	1135.17	639.5	6334.92	4912.75	1970.92	284.5	1443.92	1620.75	2343.42	1099.33	1699	4982.25	9416.33	295	184
"putative_UTR:p1384203_1384277"	46.58	14.17	27.17	171	219.17	99.08	169.17	112.67	55	410.42	306.08	131.42	13.17	93.42	123.92	145.92	92.5	111.5	253.75	568.33	34.5	14.33
"gene:Rv1241"	69.08	30.67	62	354.67	488.17	275.25	321.5	182.83	94.17	1033.92	774.75	309.58	39.17	280.92	213.92	254.58	140.83	182.33	675.58	1257.33	67.33	40.5
"gene:Rv1242"	111.75	51	99	618.17	749.33	526.25	485.33	310.33	148.83	1998.75	1582.42	668.08	110.67	446.75	314.42	407.08	199.33	211.67	1461.92	2543.5	111.67	76.17
"gene:Rv1243c"	71	25	61	261	330.5	322	341.5	166.5	115	550	421.5	183	65	361.5	486.5	439	217.5	223	148.5	274.5	24	15
"putative_sRNA:p1385612_1385813"	27	18	31	109	113	80	104	61	29	166	177	92	19	51	57	62	45	43	86	165	28	16
"putative_UTR:p1386810_1386856"	125.5	55	84.5	391.5	324	308.5	503	266	153.5	1125.5	607.5	244	43	241.5	178.5	462	255.5	239.5	630	1166	62.5	48
"gene:Rv1244"	351.5	181.5	272	1374.5	1386.67	1188	1285.5	756	418.5	3846.67	2658.33	1219.5	224.5	1187	984.83	1803.5	896	933.5	2591.5	4438.33	191	156.5
"putative_UTR:m1387069_1387797"	202	51.5	96.5	464	545.5	394.5	876	460	272	797	630	240.5	101.5	681.5	886	894.5	475	799	303.5	583.5	144	116.5
"gene:Rv1245c"	226.5	106.5	159	570.83	737	575.58	833.25	390.92	257.83	1136.92	879.83	252.42	137.33	774.5	1202.25	1208.83	599	855.5	640.5	1069.42	110.83	83.5
"putative_sRNA:p1387820_1388026"	36.5	8.5	25.33	190	196.67	148.5	134	86.5	39	514	339.67	157	26.5	152	142.83	248.5	117.5	110.5	393.33	593.17	20.5	13
"putative_sRNA:p1388042_1388207"	17	6.5	16.83	161	153.17	118	101	68	36	352.5	263.17	114	26	115	114.83	177	72	68	297.83	457.17	15	14.5
"putative_sRNA:p1388439_1388651"	71.5	21.5	56.33	227	227.5	185	202.5	149.5	89	472.33	316.33	129.5	30	207.5	170	304	111	112.5	376.33	543.33	57	39
"putative_UTR:m1388629_1388684"	27.33	16.17	32.17	89.17	110.67	76.75	91.75	45.42	38.83	162.92	146.17	30.42	17.33	117	148.58	161.5	68.83	80.83	118.67	200.42	13.83	9.83
"gene:Rv1246c"	115.42	60.83	136.17	422.5	407.33	351.42	403.08	261.58	153.33	639.83	560.67	176.42	56.5	343.42	305.58	443.17	200.83	232.67	660.58	1078.58	109.83	64.33
"gene:Rv1247c"	143.58	76.67	152	535.33	583.5	469.58	552.75	316.58	193.67	806.67	673.83	178.92	62.67	406.75	362.08	551.83	239.5	275.17	711.25	1247.91	157.17	107.17
"putative_UTR:m1389245_1389356"	117.58	43	111.67	415.33	500.83	377.5	477.33	248.33	167.67	628.75	466.83	176.67	38	214.08	291.5	286.83	141.83	152.17	612.25	1189.17	104.17	66.67
"gene:Rv1248c"	2805.92	1042.5	2465.67	7820.33	9745.83	7279.67	8980.83	5182.17	3212.5	13353.92	9969	3874.17	1197.5	6350.75	6755.17	8543.83	3935.5	4940.67	10216.25	17659	2285.33	1829.5
"putative_sRNA:p1392365_1392747"	162	113	198	405	436	382	562	330	157	754	465	194	60	332	263	656	339	379	412	767	231	137
"putative_UTR:m1393053_1393193"	120.83	60.67	101.17	297	317.17	227.5	348	228	124.33	558.5	395.33	140	44.83	252	199.17	246	124.5	169.5	410.5	663.5	96.17	82
"gene:Rv1249c"	580.83	257.67	388.17	1156.33	1410.67	871.5	1677.5	954.5	626.33	2194	1405.67	739	106.33	718.33	857.5	775.17	379.5	453.67	1319	2115.83	245.17	185.5
"putative_sRNA:p1393527_1393870"	130	49	57	279.5	482	237	470	281	124	732.5	582.5	253	29	186.5	148	189	81.5	183	242	515	44	51.5
"putative_UTR:m1393983_1394078"	165.5	66	115.5	304.83	371	234	469	285.5	160	536.5	346.33	114.5	30.5	160.33	173.83	156.17	57	93.67	326.5	613.83	67	60
"putative_sRNA:m1394170_1395003"	87.5	65.5	138	219.33	222	177	431	208.5	98.5	459	333.83	110	53.5	367.83	343.83	1086.17	480	550.17	230.5	450.33	271.5	206
"gene:Rv1250"	358	141	251	734.5	877	670	981	579	350	1198.5	992.5	415	97	557.5	481	708	296.5	446	945	1629	265	228.5
"gene:Rv1251c"	518	239.5	450	2775.5	3556	2561.5	2307.5	1471.5	886.5	6036.5	4915.5	2079.5	190.5	1241	1122.5	1038	598	732.5	3587	6205	244	182.5
"gene:Rv1252c"	196.5	103.5	183	1026.5	1123	725	947	612.5	330	1944	1574	504.5	93.5	522.5	425	567.5	197.5	379	1582	2799	94.5	73.5
"gene:Rv1253"	647.5	391	587	1171	1530.5	1148	1759.5	955	544.5	1902	1391.5	600.5	159	973	1281.5	1451.5	632.5	816	1730	2995	422	341.5
"putative_sRNA:m1400087_1400381"	587.5	364	691	1501	1477	1114.5	2596.5	1609	852.5	1535.5	1112.5	560	209	1212.5	1019.5	2347.5	1207.5	1080.5	1217	1925	674.5	486
"gene:Rv1254"	595.5	311	483	1192.5	1586	1197	1612.5	926.5	577	1718.5	1344	576.5	154	968	987.5	1165.5	563	694	1636	2549	478	347
"putative_sRNA:m1402293_1402732"	113.5	58	142.5	273	361.5	234.5	360.5	176	116.5	755	642.5	215	36.5	251	290	420	191	223.5	489	704.5	110	70.5
"gene:Rv1255c"	75.5	51	134.5	162.5	207.5	160.5	185	115.5	55.5	476.5	348.5	152.5	24	162.5	199	434	209.5	271	249	411	84	46.5
"putative_UTR:p1402810_1402978"	97	31	78	225.5	366.5	294	395	161.5	111.5	395.5	278.5	128	18	163	172	201	91.5	100	224	432	82	60.5
"gene:Rv1256c"	113.5	161	250.5	350	477	372	325	225.5	107	1120.5	856.5	318.5	40.5	379	339.5	833.5	422.5	617.5	499.5	905	85	50
"putative_sRNA:p1404640_1404929"	16	13	38	16	41	22	37	21	10	104	62	26	2	28	18	155	81	86	27	65	16	13
"gene:Rv1257c"	588.5	283	464	1941.5	2553	2124.5	2202	1164	760	3959	3022.5	1221	202	1401.5	1783	1914	943	1043.5	2681	4710.5	265	215.5
"gene:Rv1258c"	155	65	89.5	371	393	295.5	699.5	340	201	850	661	315	16	221	181.5	304.5	148	193.5	917.5	1452	110	86.5
"gene:Rv1259"	138	78	131.5	232.5	333	224	373.5	239.5	116	546.5	445.5	199.5	16.5	125	175	231	134	122	314	599	47.5	52
"gene:Rv1260"	710	519.5	816	1413	1699	1175	1804.5	1004	597.5	3071	2366.5	855	95.5	640.5	830.5	456.5	199.5	266	2897.5	4759	318.5	231
"putative_UTR:p1409359_1409442"	63	48.5	58.5	111.5	147	112	144	102.5	54.5	266.5	233	73.5	8	66.5	58.5	34.5	20.5	19	207.5	445	23	25
"putative_UTR:m1409422_1409483"	93.5	87.5	123.5	163	222.67	158.5	304.33	218.5	107.83	283.17	220.17	85	22	124.5	203.83	113.5	49.5	43.33	265.33	442.33	70.5	46
"gene:Rv1261c"	803	533.5	920.5	1335	1632.67	1148	2232.33	1399.5	791.83	2237.67	1740.17	607	211	1001	1395.83	911	353	492.83	1870.83	3147.83	583	443
"gene:Rv1262c"	527.5	318	657	1298	1541.67	1189.5	2131.33	1005	513.33	2150.17	1514.67	553	136	884.5	1334.33	875.5	386.5	369.83	1606.83	3140.83	436.5	263
"gene:Rv1263"	122.5	49.5	99.5	242	298.5	213.5	323	203.5	79	789	585	196.5	22.5	165.5	158	191.5	98	159	549	978.5	62.5	56
"gene:Rv1264"	1466	651.5	1313.5	3106.5	4947.5	4088.83	4910	2269	1446.67	8250	5666.5	2650.5	487.5	2596.17	3846.5	2605.5	1184	1240.83	4407.5	6975	581.5	371
"gene:EBG00000313343"	863	861	1113	1624	1726	1327	4730	3934	1861	2153	1256	531	276	1841	1541	3232	1937	1644	917	1866	812	1262
"putative_UTR:p1413210_1413259"	9	7	12	56.5	88.5	52.33	68	34	22.17	214.5	153.5	38	5.5	43.67	51	45.5	17.5	2.83	83.5	154.5	10.5	8
"gene:Rv1265"	762.5	479	1031	1518.5	1894	1454.33	2147.5	1100	763.67	2693	1961	857.5	181	1085.67	1226.5	5314	3604.5	3049.83	1837	3059.5	544	447.5
"putative_UTR:m1413885_1413959"	33	14	27.5	49.5	66	46	92	58.5	31.5	89	58.5	11	7	53.5	66	48.5	26.5	46	49	112.5	34.5	21
"putative_UTR:p1413941_1414396"	300	256	514	751.5	910.5	727	1011.5	543.5	305.5	1328.5	821	353.5	91.5	627	688	1751.5	1135	1041.5	624	1225.5	166.5	150.5
"gene:Rv1266c"	826	486	815.5	1306	1678	1154	2282.5	1342.5	841.5	1858	1311	416	202	1137.5	1470	1594.5	726.5	1013	1495	2861	455	308
"gene:Rv1267c"	167	101	203	376.5	408.5	316	662.5	426	207.5	786.5	610	198	64	288	286	373	227	237.5	652	1156.5	229	185
"gene:Rv1268c"	45.17	21.33	63	157	180.67	162.83	240.5	150.83	74.67	313.83	228.83	85.17	31.5	223.5	145.67	175.5	64.67	110.33	127.67	250	179.33	104
"putative_UTR:m1418524_1418578"	84.58	77.67	121.67	139.92	179.83	135.67	252.5	192.5	112	177.58	120	42	31	133.58	97.42	79	34.5	61.67	161.58	359	84	59.83
"gene:Rv1269c"	476.92	318.5	526.33	691.42	824.83	624.5	1216.83	812.67	470.83	877.08	640	208.83	88.33	689.25	530.42	448.5	189.17	378	620.92	1258.67	570.83	375.67
"putative_UTR:m1418954_1419013"	84.42	49.67	84.83	121.08	109.5	75.83	189.83	108.33	63	210.75	130.17	62.17	16.83	110.25	81.75	78.67	46	54	149.58	307.33	57.67	43.17
"gene:Rv1270c"	531.92	280.83	598.17	654.08	704.67	512.17	1178.33	723.67	416	1276.75	959.5	273.33	94.83	593.92	485.25	484.83	241.67	313.5	1040.75	1738	369.17	229.83
"putative_sRNA:p1419632_1419880"	94	53	100	254	305.5	247.5	274.5	169.5	96	530.5	329.5	89.5	25	172.5	165.5	108	57.5	68	223.5	394.5	53	48.5
"gene:Rv1271c"	93	78	176.5	431.5	481.5	446.5	625	384	231	756	592.5	198.5	33.5	251	373	177.5	66	75.5	622	1032.5	98.5	65.5
"putative_sRNA:p1420042_1420768"	543	264	458	1151	1581.5	1082.5	2376.5	968.5	608	2178.5	1567.5	604.5	133	616.5	800.5	419	188.5	242	1105.5	2075.5	264	240.5
"gene:Rv1272c"	457.5	247	452.5	1466	1787.5	1452.5	1876.5	943	595	2571	2028.5	785	175	989.5	1515	809	394.5	360.5	1620	2747	309	238
"gene:Rv1273c"	307.5	205	336	871	1158	1016	1384.5	670	392	1815.5	1370	530	132	720	1072.5	646	282.5	311	1417.5	2271.5	298	187
"putative_UTR:p1424154_1424196"	118.5	31.5	82.5	294.83	353.67	305.17	321.5	199	129	451.33	277.83	142.83	43.17	203.33	249.33	353.17	183.17	201.33	367.5	647.83	57.5	40
"gene:Rv1274"	789	336.5	647.33	2447.33	2796	2164.83	3054.5	1759	1151	3965.67	2663	1191.33	362.67	2040.5	2139.5	2876.17	1391.17	1655.5	3428.5	5805.33	569	393
"gene:Rv1275"	776.5	348.5	552.83	2127.83	2419.5	1809.83	2563.5	1369	1049	3206.17	2340.5	1007.83	320.67	1681.5	1822	2301.67	1114.67	1338	3526.5	5834.83	405	337.5
"putative_UTR:p1425294_1425350"	134	61.5	105.33	302	356.83	256.17	359.5	183	138	339.83	268.67	134	46.5	249.67	246.17	238	108	166.17	369.5	652	77.5	63.5
"gene:Rv1276c"	62	24	32	122	126	101	178	86	58	414	316	132	8	111	87	91	37	77	217	438	45	15
"gene:Rv1277"	278	153.5	275.5	981	1123	833	1071	622	367	2431	1898	774	143	889.5	1067	1229.5	549.5	697	1719	3073.5	117.5	96
"gene:Rv1278"	549	246.5	394.5	1812.5	2554.5	1896	1750	1014.5	715	4047.5	3336.5	1489	273.5	1526.5	1952	1707.5	940.5	1058	2331.5	4271.5	263	179
"gene:Rv1279"	674	272	557	2455.5	3361.5	2543	2155	1370.5	883	4184.5	3470.5	1368	215.5	1380	1496	1023	593	574	3562.5	5642	408.5	285
"gene:Rv1280c"	989.5	489	1004.5	4143	4664	3810	4237	2662.5	1399	5922.5	4637	1416	316	1787.5	1905	1320	598	620.5	4034.5	7549.5	769.5	618.5
"putative_sRNA:p1432757_1432912"	33	16	41	62	60	83	149	80	28	49	35	18	7	31	27	21	26	25	34	47	37	38
"gene:Rv1281c"	676.5	317.5	561.5	2129.5	2674	2062	2396.5	1304	796.5	3129	2439.5	924.5	175.5	1047	1097	907.5	440	582.5	1953	3611.5	450.5	313
"putative_sRNA:p1435066_1435397"	240	279	375	588	685	508	946	580	265	743	521	161	96	543	691	645	269	244	483	956	304	256
"gene:Rv1282c"	343	141	307	873.5	1077	780.5	1151	688.5	409.5	1434	1022.5	385.5	96.5	510.5	504.5	395.5	197	250.5	1059.5	1803	195	135.5
"gene:Rv1283c"	461	233.5	366	1154	1402	981.5	1600.5	786	499	1698.5	1304	585	107	575	781.5	546	310	356.5	1221	1986	238	157
"putative_sRNA:p1436463_1436747"	69	33	60	123	143	105	154	74	61	162	109	46	16	129	87	180	97	109	121	261	54	68
"putative_UTR:p1437269_1437323"	45.5	13.5	38.5	77	80.83	33.33	115.5	90.5	64.33	72.92	42.5	14	10.5	83.33	45	233.5	106.67	187.92	61.5	113.5	101.5	97.5
"gene:Rv1284"	232.67	96.17	182.17	347.5	337.67	159.83	726.5	407.33	235.83	353.25	262.5	72	71.17	461.17	246.17	1176	547.83	1058.25	456.67	696.83	639.83	472
"putative_sRNA:m1437638_1437877"	14	18	50	10	16	27	11	16	1	12	13	3	2	5	4	14	11	6	6	27	93	108
"putative_UTR:p1437816_1437908"	83.17	27.17	54.17	113.5	99	54.33	274	140.83	77.33	145.25	88	25.5	30.17	172	86.83	348	152.83	350.75	174.17	298.83	244.33	168
"gene:Rv1285"	1410.67	2513.17	3584.17	599	1594.5	1366	575	395.83	361	555.08	336.5	111	68.17	625.5	579.5	2432.5	1216.17	1233.08	393.67	705.83	2288.83	2182.5
"gene:Rv1286"	2307.17	4566.5	6263.5	977	1471.83	1170	988.67	807.5	717.83	1126.67	828.83	280	180.67	1389.33	1333.5	5070	2314.33	2249.67	1057.5	1875.83	7457	6663
"putative_sRNA:m1439648_1439770"	16.5	17	33.5	78.5	87.5	70.5	124	62.5	25	193	120.5	59	10.5	52.5	42	42.5	23	22	115.5	220	16	19
"putative_sRNA:m1439866_1440047"	45.5	22	51.5	103.5	150.5	123.5	179	97.5	47	218	130.5	54	10.5	71.5	86	93.5	35	21	169.5	224	40	29
"putative_UTR:p1440752_1440804"	67.67	131	162.33	56.33	69.83	42.67	66.67	41.5	29.33	131.5	82.83	35.33	10.17	51	48	146	67.17	80.17	98.5	162.67	320	308
"gene:Rv1287"	327.67	284	441.83	465.5	611.5	463.33	480.17	305	215.83	1163.67	850.83	327.83	60.67	359.5	404.5	813.5	373.17	332.67	875.5	1464.17	1428.5	1314
"gene:Rv1288"	223	128	204.83	404.17	599.33	449.5	529.5	337	212.5	930.67	689	269.33	68	460.67	541	726	358.33	266	654	1156.83	593	539
"gene:Rv1289"	297	164	269.5	751.5	1034.5	784	671	421.5	248.5	1602	1174	469.5	78.5	505.5	642.5	678.5	301	336.5	1623.5	2845	187.5	129
"putative_UTR:p1443400_1443430"	29.5	16.5	29	57.5	100	80	74	40	29.5	183	140	42.5	7	46	71	64	53.5	31	147	298.5	3.5	6
"gene:Rv1290c"	201.5	108.5	206	448.5	609.5	487	630	312.5	183	1289	997	352	70	327.5	423	355.5	205	178.5	883.5	1505	147.5	80.5
"gene:Rv1290A"	6	3	5	16	16	26	30	12	13	39	36	13	9	8	11	10	5	5	34	57	4	4
"putative_sRNA:m1445141_1445394"	28.5	22.5	59.5	150	241.5	196.5	176	145	51	400.5	285	109	23	135	123	173	59.5	50.5	277.5	469.5	53.5	54.5
"gene:Rv1291c"	14	0	20.5	36.5	44	32.5	48	32.5	10	143.5	111	30	3	50.5	31	61.5	31.5	55	42	85.5	25	17
"putative_sRNA:p1445987_1446091"	7	2	8	16.5	18	8	14	9	3	35	7.5	12	11	11.5	10	6.5	5	5	25	51.5	4.5	12.5
"gene:Rv1292"	635.5	341.5	661	2189	2736	1945.5	2082	1153.5	661	4979.5	3903	1415.5	386.5	2291	2092	3031	1435.5	1741.5	3718.5	6693	629	401.5
"gene:Rv1293"	741	373	657	2345	3103.5	2518.5	2728.5	1471	887	4939	3580	1451.5	373	1972	2295	2692.5	1323.5	1423.5	3532.5	6053	576	482.5
"gene:Rv1294"	692.5	362.5	724	3025	3863.5	2993	3265.5	1740	1033.5	5922	4383	1709	390	2342	3124	2947	1380	1458.5	3863	6866.5	593.5	452.5
"gene:Rv1295"	764.33	227.67	634.83	2989.67	4071.67	3294.67	2948	1547.5	960.5	5481	4168.67	1821.5	427.67	2400.33	3584.67	3065	1371.5	1443.83	3769.17	6808.67	536.5	333.17
"putative_UTR:p1451780_1451996"	188.83	49.67	134.33	660.17	919.67	846.67	738.5	328	235.5	1206.5	950.67	373.5	103.17	515.83	885.17	669	295.5	248.83	630.67	1048.17	103	75.17
"gene:Rv1296"	398.17	188.83	439.67	2179.33	3170.33	2646.5	2076.17	1083.67	631.83	4147.83	2977.67	1281	313.67	1694	2249.83	2024.5	1027.67	845.33	2299.67	4052	384.33	228
"putative_UTR:p1452948_1453203"	602.33	288.67	767.33	3615.67	3995.17	2818.83	3101.67	1417.17	862.83	6433.83	4936	998	433	2990.67	3180.17	1966	775.17	723	2490	4265.83	590.83	442.83
"gene:Rv1297"	10417.91	4043.42	10890	50037.66	61913.32	43454.91	50024.33	23410.83	15902.08	74996.24	58768.91	19984.66	6598.17	38293.58	58185.07	24760.91	10918.75	8569.33	34464.16	55915.99	4730.67	3419.83
"putative_UTR:p1455013_1455162"	1500.41	697.42	1575.33	5170.74	6961.82	4993.41	6100.57	2629.58	2026.16	7344.23	5740.15	1975.5	569	3679.24	6256.24	2370.08	1125.58	825.25	3713.99	6306.65	651.25	457.17
"gene:Rv1298"	1952.58	955.75	1972.58	6565.82	9034.32	6464.49	7650.98	3393.41	2526.16	11487.14	8575.15	3291.41	824.83	5061.07	8487.23	3442.58	1638.08	1395.58	6520.74	10368.98	901.75	750.17
"putative_UTR:p1455406_1455494"	793.25	457.25	839.16	2669.74	3898.99	2683.58	3307.91	1460.91	1066.66	4840.57	3331.66	1338.16	350.67	2007.08	3750.41	1256.58	614.92	566.58	2682.16	4439.32	353.75	316.83
"gene:Rv1299"	1522.17	750.33	1500.75	5217.16	6443.16	4655.91	6672.33	2980.91	1870.25	12157.07	9182.58	4037.75	790.33	4562.16	6607.66	3781.83	1901.33	1767.75	5271.91	9648.33	813.92	609.83
"gene:Rv1300"	1265	700.5	1426.5	3713	4556	3471.5	5820.5	2707.5	1602.5	7481	5649	1845	425	2828.5	4793	2696.5	1239	1192.5	4491	7901.5	919.5	733
"gene:Rv1301"	798.33	423.33	753	2336.5	3499.33	2481.5	3471.33	1546.83	903.5	4910.33	3574.17	1455	293.67	1614.67	2925.17	1645	707.17	847	2978.5	5055.5	468.33	373.67
"putative_UTR:p1458212_1458294"	72.83	32.33	77.5	316.5	401.33	314.5	414.83	176.83	77.5	695.83	480.17	256	39.67	196.17	355.17	192.5	88.17	93	335.5	689	42.33	35.67
"gene:Rv1302"	2275.33	745.67	1586.33	5437.5	5309.67	4459.5	13100.17	5888.17	3517	6167.17	3932.67	1793.33	595.67	3317	4462.33	1849.33	865.17	882.33	3572.5	5584.83	972.5	633.5
"putative_UTR:p1459510_1459765"	541.5	228.17	522.17	1071.33	1229.83	972	1683.33	958.83	583.5	1546	1243.17	358.33	101	659.33	625.83	543.33	277.5	348.33	1955.83	3488.83	234.17	181.83
"gene:Rv1303"	1568.5	822.17	1558.67	3000.33	3829.83	2622	3975.83	2381.83	1592	5056	3972.67	1421.83	337.5	1875.33	2039.33	2257.33	1043	1346.33	7692.83	12722.33	497.17	419.83
"gene:Rv1304"	2370.58	1044	2259.25	5121.66	5510.08	3688.91	5230.41	2994.5	2206.75	8103.74	6064.91	2122.25	489.58	2668.75	3191	3195.58	1407.08	1584	13441.9	21222.14	757.75	514.75
"putative_UTR:p1460997_1461044"	490.08	197.08	359.08	969.58	1095.91	703.33	977.99	620.66	470	1534.66	1129.49	345.5	95.42	553.33	506.33	516.75	201.67	370.91	2779.56	4681.63	140.75	106.58
"gene:Rv1305"	1033.83	396.92	761.83	2309.49	2527.07	1711.49	2194.33	1320.5	992.58	3820.32	2871.49	876.58	183.33	1193.33	1248.25	1169.25	507	798.91	6033.65	9894.13	365.33	261.33
"putative_UTR:p1461291_1461320"	287.91	100.75	192.42	565	673.41	445.91	552.33	319.83	242.83	975.66	760.74	183.33	55.33	288.91	293	279.16	111.67	197.42	1520.74	2586.15	95.92	54.42
"gene:Rv1306"	1789.25	613.08	1390.42	4339.66	5706.99	4144.25	4216.91	2379	1676.83	8260.24	6273.74	2171.83	404.58	2556.75	2715.25	2596.33	1193.25	1531.92	10400.57	18097.65	675.75	414.42
