"ERR2103718_sorted"	"ERR2103722_sorted"	"ERR2103723_sorted"
"putative_sRNA:m1113286_1113520"	3	12	4
"putative_UTR:p1113461_1113510"	15.33	30.33	24.33
"putative_sRNA:p1113598_1113690"	12.33	29.33	19
"putative_UTR:p1113874_1114292"	303.5	522.5	326.17
"gene:Rv0997"	101	195.17	125.17
"gene:Rv0998"	168	196.17	134.5
"putative_sRNA:m1114776_1115210"	55.33	40.5	39
"gene:Rv0999"	139.33	196	170.33
"gene:Rv1000c"	39	97.33	77
"gene:Rv1001"	288.5	284.33	232.83
"gene:Rv1002c"	181.5	214.83	169
"gene:Rv1003"	54	47.5	27.5
"gene:Rv1004c"	182.5	177.5	156.5
"putative_sRNA:p1121622_1122096"	8	2	9
"gene:Rv1005c"	87.5	94	121.5
"putative_UTR:p1123589_1123713"	168.17	263.5	196.33
"gene:Rv1006"	1198.92	1560.25	1195.17
"putative_sRNA:m1123721_1124285"	80.5	75.33	59.5
"putative_UTR:p1125418_1125452"	29.83	27.33	32.67
"gene:Rv1007c"	302.5	406.83	277.67
"gene:Rv1008"	12.5	33	23
"putative_sRNA:m1127581_1128048"	37	53	64.5
"putative_UTR:p1127968_1128090"	57.17	99.33	102.33
"gene:Rv1009"	431.25	654.67	504.83
"gene:Rv1010"	303.83	429.67	337.17
"gene:Rv1011"	233.83	261	226.33
"gene:Rv1012"	10.67	27	10.5
"putative_UTR:p1131493_1131624"	93.33	143.75	93.33
"gene:Rv1013"	530	889.75	580.17
"putative_sRNA:m1131795_1131967"	26	21	18.5
"gene:Rv1014c"	47.5	49.5	46.5
"gene:Rv1015c"	226.5	318.17	203.83
"putative_UTR:m1134569_1134784"	98.5	155	121.33
"putative_sRNA:p1134716_1135331"	78.5	130.83	95.5
"gene:Rv1016c"	238.08	408.75	299.83
"putative_UTR:m1135466_1135500"	54.25	61.92	58.33
"gene:Rv1017c"	807.83	1246.42	923.25
"putative_sRNA:p1135931_1136064"	62	19	29.5
"putative_UTR:m1136482_1136572"	61.5	84.58	77.08
"gene:Rv1018c"	529.17	736.42	592.17
"putative_sRNA:p1136873_1137823"	51	80.5	56
"putative_UTR:p1138257_1138314"	41.33	43.75	40.17
"gene:Rv1019"	271.67	278.42	178.83
"putative_UTR:p1138909_1138961"	32.33	29.67	21.67
"gene:Rv1020"	353.33	526.17	337.5
"putative_sRNA:m1142085_1142599"	14.5	25	21
"gene:Rv1021"	236.67	347.33	237.83
"putative_UTR:p1143649_1143735"	29.83	46.08	25.83
"gene:Rv1022"	107	128.58	105.83
"putative_UTR:p1144513_1144563"	19.67	34.75	28.33
"gene:Rv1023"	336.67	476.92	366.5
"gene:Rv1024"	125.33	159.5	133.67
"gene:Rv1025"	94	137.33	82
"gene:Rv1026"	99.5	133.5	102.67
"putative_sRNA:m1148013_1148239"	69.5	89.33	76
"gene:Rv1027c"	58	75	61.5
"gene:Rv1028c"	100	118	91.33
"putative_sRNA:p1149691_1150027"	32.5	27	18
"gene:Rv1028A"	11	13.5	10
"gene:Rv1029"	121.5	111.5	74
"putative_sRNA:m1153056_1153405"	34	53.5	43
"gene:Rv1030"	179.83	158	110.5
"gene:Rv1031"	55.5	55.5	45
"gene:Rv1032c"	129.33	130.17	116.5
"putative_sRNA:p1156445_1156604"	10.5	17	14.33
"putative_sRNA:p1157160_1157340"	4	14	9
"gene:Rv1033c"	117.33	74.33	74.33
"gene:Rv1034c"	1	2.5	1
"gene:Rv1035c"	11	17.5	19.5
"gene:Rv1036c"	8.5	12	23
"gene:Rv1037c"	103.17	91	89.33
"gene:Rv1038c"	205	157.17	179
"gene:Rv1039c"	9.5	14	16.5
"putative_sRNA:p1161722_1162213"	13	21.5	18
"gene:Rv1040c"	3	3	7.5
"putative_sRNA:p1163758_1163954"	16.5	31.5	20.5
"putative_sRNA:p1164036_1164162"	17.5	36.5	43
"gene:Rv1041c"	145.17	201.33	155.17
"gene:Rv1042c"	154.17	172.42	139.17
"putative_UTR:m1165500_1165671"	141.42	105.75	97.67
"putative_UTR:m1165754_1165780"	5	23.75	12.83
"gene:Rv1043c"	111	363.75	162.83
"putative_UTR:m1166807_1166895"	18	48.75	24.5
"gene:Rv1044"	25.5	31.5	27.5
"gene:Rv1045"	42	73	54.5
"putative_UTR:m1168410_1168703"	56.92	178.67	116.67
"gene:Rv1046c"	325.58	607.33	494.58
"putative_UTR:m1169229_1169401"	120.67	156.33	176.92
"gene:Rv1047"	6	29	15
"putative_UTR:m1170673_1171037"	93	134.08	169
"gene:Rv1048c"	28.5	54.33	70.5
"putative_sRNA:p1171134_1171411"	34	41	33
"gene:Rv1049"	36.33	69.5	51.25
"gene:Rv1050"	38.5	69	41.5
"gene:Rv1051c"	1	3	6
"gene:EBG00000313344"	19.5	20.5	21
"gene:Rv1052"	69	138.17	106
"gene:Rv1053c"	0	3	4
"putative_UTR:p1176123_1176927"	674.58	717	566.33
"gene:Rv1054"	105	152.75	127.67
"gene:Rv1055"	33.17	88.58	63.17
"putative_UTR:p1177470_1177627"	51.67	61	65.33
"gene:Rv1056"	112.33	147	116.83
"putative_sRNA:m1177824_1178104"	12	14	12.5
"putative_UTR:p1179225_1179395"	6	21.5	8.5
"gene:Rv1057"	16	66.5	34
"putative_sRNA:m1179420_1179532"	0	0	0.5
"gene:Rv1058"	302.5	279.67	183.5
"gene:Rv1059"	195.67	300.42	205.5
"putative_UTR:p1183475_1183507"	32	57.08	38.67
"gene:Rv1060"	179	255.92	189.5
"putative_sRNA:m1183649_1183867"	14.5	9.5	8.83
"gene:Rv1061"	127	211.5	171
"gene:Rv1062"	51.5	69	69.83
"gene:Rv1063c"	113.5	134.5	96.5
"gene:Rv1064c"	23.5	17.5	12.5
"putative_UTR:p1187351_1187434"	73.33	95.5	81.17
"gene:Rv1065"	186.33	233.17	202.67
"gene:Rv1066"	25.5	25.33	31.5
"putative_UTR:p1188394_1188464"	7.5	6	6
"gene:Rv1067c"	6	11.5	7
"gene:Rv1068c"	17.5	27	21
"gene:Rv1069c"	335.17	520	326.33
"gene:Rv1070c"	241.83	370.92	226.33
"gene:Rv1071c"	178.5	336.33	219.33
"putative_UTR:p1196175_1196278"	820.5	963.92	768.25
"gene:Rv1072"	5882.33	6424	4868.67
"putative_sRNA:m1196291_1196478"	2	0	3
"putative_sRNA:m1196882_1197010"	0	1	1.5
"putative_sRNA:m1197021_1197154"	0	0	0.5
"putative_UTR:p1197116_1197230"	816.92	736.67	617.83
"gene:Rv1073"	953.92	945.5	811.58
"putative_sRNA:m1197709_1198070"	95.17	252.67	160.08
"putative_UTR:m1198090_1198155"	49.67	43.67	35.33
"gene:Rv1074c"	1401	1424.5	1060.67
"putative_UTR:m1199374_1199425"	68.83	85.5	75.5
"gene:Rv1075c"	43.5	69.5	51.5
"putative_UTR:p1200525_1200766"	61.17	138	101.67
"gene:Rv1076"	142.17	185.5	117
"gene:Rv1077"	409.33	555.17	339.5
"putative_sRNA:m1202942_1203259"	31	13.5	18
"putative_UTR:p1203112_1203312"	105	120.17	95.17
"gene:Rv1078"	1454.41	1294.75	1113.61
"putative_UTR:p1204036_1204066"	311.08	319.08	249.78
"gene:Rv1079"	1181.91	1066.25	825.2
"putative_sRNA:m1204296_1204393"	11.5	14	11.5
"putative_UTR:m1205268_1205303"	62	142.42	107.5
"gene:Rv1080c"	675.17	1320	885.67
"putative_UTR:m1205799_1205983"	258.17	555.58	329.17
"gene:Rv1081c"	41.83	72.5	64.33
"putative_sRNA:p1206249_1206341"	3	4	10
"gene:Rv1082"	248.83	328.33	319.75
"gene:Rv1083"	73.83	106.67	85
"putative_sRNA:m1207555_1208103"	71	67.5	57.5
"gene:Rv1084"	124.58	145.33	110
"gene:Rv1085c"	117.33	152	107
"putative_sRNA:p1209793_1209933"	3.5	8	10.5
"gene:Rv1086"	180.33	248.67	231.5
"gene:Rv1087"	103	99	102
"putative_sRNA:m1212265_1212641"	0	4	0
"putative_sRNA:m1213833_1214230"	12	12.5	13.5
"gene:Rv1087A"	3	4	2
"gene:Rv1088"	6.5	5	4.5
"gene:Rv1089"	4.5	6	6.5
"gene:Rv1089A"	3.5	6	3.5
"gene:Rv1090"	30.5	25	34.5
"gene:Rv1091"	39	58	57.5
"gene:Rv1092c"	256.83	322	233.08
"gene:EBG00000313338"	13	17.5	30.5
"gene:Rv1093"	472.5	646.33	498.33
"putative_sRNA:m1221422_1221579"	6.5	9	2
"gene:Rv1094"	4089	5595.67	4016.92
"putative_sRNA:m1222093_1222213"	0	1	1
"putative_UTR:p1222787_1222996"	329.17	428.92	307.08
"gene:Rv1095"	1451.33	2187.83	1552.17
"putative_UTR:p1224299_1224384"	52.5	80.83	75.67
"gene:Rv1096"	260.33	424.5	315.83
"putative_sRNA:m1224469_1224601"	10	21	10
"putative_UTR:m1225128_1225262"	64.17	91.83	71
"putative_UTR:p1225261_1225355"	45.67	48.5	51.5
"gene:Rv1097c"	470.58	561.83	366.33
"putative_sRNA:p1225571_1225766"	10.5	12	14
"putative_sRNA:p1225824_1226079"	23.5	46	39
"gene:Rv1098c"	684.42	857.17	550.17
"putative_UTR:m1227566_1227595"	27.67	38.5	35.17
"gene:Rv1099c"	241.5	271.5	214.33
"gene:Rv1100"	210	238.5	167
"gene:Rv1101c"	389.83	572.83	405
"putative_sRNA:p1229587_1230106"	33.5	34.5	26
"putative_UTR:m1230549_1230659"	116.83	217.17	181.17
"gene:Rv1102c"	196	400	304.5
"gene:Rv1103c"	140.42	258.5	201.5
"gene:Rv1104"	139	203	146.83
"gene:Rv1105"	9.5	18	19
"gene:Rv1106c"	242.83	353.17	293.5
"putative_sRNA:p1233025_1233626"	23.5	65	33.5
"gene:Rv1107c"	311	427	316.5
"gene:Rv1108c"	481.17	655.5	438.17
"gene:Rv1109c"	1387.5	1309.08	1036.5
"gene:Rv1110"	567.5	746.5	558.33
"putative_UTR:m1236974_1237208"	46.33	118	91.17
"putative_UTR:p1237193_1237226"	22.5	23	22.5
"gene:Rv1111c"	247.33	420.33	290.83
"gene:Rv1112"	50	57	50
"gene:Rv1113"	45.33	77.83	66.17
"gene:Rv1114"	59.83	86.83	59.83
"gene:Rv1115"	40.5	72	57.83
"putative_UTR:m1240960_1241114"	110.5	86.33	67.83
"gene:Rv1116"	5	26	16
"gene:Rv1116A"	207	137.83	149.33
"putative_UTR:p1241600_1241632"	16	20.17	16.33
"gene:Rv1117"	260.67	430.5	280.67
"putative_UTR:p1241957_1242090"	63.67	117.25	84.5
"gene:Rv1118c"	104.83	137.5	117.17
"putative_sRNA:p1242191_1242330"	5	11.5	5
"putative_sRNA:p1242723_1243093"	67.5	80.5	67
"gene:Rv1119c"	0	1	1.33
"gene:Rv1120c"	2	6	4.33
"putative_UTR:p1243680_1243706"	60.5	74.5	66
"gene:Rv1121"	633.33	870.83	626.83
"gene:Rv1122"	269.33	382.33	271.33
"gene:Rv1123c"	183.83	231	135
"gene:Rv1124"	59.33	108.5	54.83
"gene:Rv1125"	64	82	67.5
"putative_UTR:m1249263_1249329"	19.5	34.5	22.08
"gene:Rv1126c"	117.33	175.17	125.08
"gene:Rv1127c"	299.83	443.5	305.5
"gene:Rv1128c"	18.5	228	96.5
"gene:Rv1129c"	51.5	564.42	205.83
"gene:Rv1130"	486.33	4345.08	1442.08
"gene:Rv1131"	317.83	2897.58	944.42
"gene:Rv1132"	357.5	1121.58	478.5
"putative_sRNA:m1257868_1257959"	62	51.5	34
"putative_UTR:m1258694_1259066"	380.5	392.92	246
"gene:Rv1133c"	3383	3227.33	2565.08
"putative_sRNA:p1261274_1261605"	20.5	18.5	18.5
"putative_UTR:m1261347_1261712"	1886.33	1885.83	1354.92
"gene:Rv1134"	7.5	6	8
"gene:Rv1135c"	392	242.33	248.25
"putative_UTR:m1264129_1264296"	54	45	48
"gene:Rv1135A"	3	5	3
"gene:Rv1136"	11	16	12.5
"gene:Rv1137c"	33	47	30.33
"gene:Rv1138c"	153.42	135	122.83
"putative_sRNA:p1266264_1266374"	8	5	10
"gene:Rv1139c"	149.08	103.5	87.5
"putative_UTR:p1267287_1267346"	54.33	54.67	33
"gene:Rv1140"	313.5	355.5	277.33
"putative_UTR:p1268196_1268224"	37.17	35	21.5
"gene:Rv1141c"	66	112.5	102.5
"gene:Rv1142c"	159.5	301.5	206.5
"putative_sRNA:p1269666_1270001"	39.83	35.33	31.33
"gene:Rv1143"	129	130.17	116.33
"gene:Rv1144"	68.5	62	62.5
"putative_sRNA:m1271479_1272160"	3133.33	3327	2731.67
"gene:Rv1145"	79.33	81.5	66
"gene:Rv1146"	104.33	101.83	99
"putative_sRNA:m1274192_1274814"	37.5	48.5	26.5
"gene:Rv1147"	42.83	40.5	43.5
"putative_sRNA:m1275228_1276009"	193	232	202
"putative_UTR:m1276120_1276299"	65.33	87.83	70
"gene:Rv1148c"	151.67	162.67	129.5
"putative_sRNA:p1276330_1276505"	74.67	73.17	55
"putative_sRNA:p1276514_1276805"	61.83	73.17	47.83
"putative_sRNA:p1276819_1276944"	13.67	20.83	16.33
"gene:Rv1149"	213.5	277.5	202.5
"gene:Rv1151c"	46.5	93.5	71.5
"gene:Rv1152"	66.5	85	80.83
"gene:Rv1153c"	104	117	105
"putative_UTR:p1280021_1280151"	32	59.5	48.5
"gene:Rv1154c"	121	104.5	85.33
"gene:Rv1155"	505.17	529.33	394
"putative_UTR:p1281873_1281912"	92	67.33	62.17
"putative_UTR:p1282040_1282305"	196.5	224.17	181.08
"gene:Rv1156"	931.42	1189.5	861.08
"putative_UTR:p1282894_1283176"	279.75	347.5	257.33
"putative_UTR:m1282915_1283055"	33.5	76.17	57.5
"gene:Rv1157c"	95.5	311.33	225
"gene:EBG00000313317"	13	20.5	19
"putative_sRNA:p1284149_1284453"	4	2	8.5
"gene:Rv1158c"	75	205.17	150.67
"putative_UTR:m1284863_1284891"	11.5	32.83	22.5
"gene:Rv1159"	222.5	346.83	250
"putative_sRNA:m1285119_1285188"	0	1	0
"putative_sRNA:m1285583_1285853"	37	48	33.5
"putative_UTR:m1286087_1286283"	175.33	162.33	124.17
"gene:Rv1159A"	360.83	274.83	234.33
"gene:Rv1160"	32	51.83	45
"putative_sRNA:m1286827_1287051"	4	6	3.5
"putative_UTR:p1287021_1287327"	264.67	260.75	384.08
"gene:Rv1161"	8202.08	5973.42	8052.92
"putative_sRNA:m1289075_1289207"	15.33	16.83	18
"putative_UTR:p1291027_1291064"	152.33	112.33	176
"gene:Rv1162"	2613.58	1892.58	2631.5
"putative_sRNA:m1291272_1292096"	293.83	302.33	225.33
"putative_UTR:p1292742_1292797"	90.42	73.92	94.58
"gene:Rv1163"	373.42	273.08	375.67
"gene:Rv1164"	911.17	632.08	842.17
"gene:Rv1165"	683	752.08	947.25
"gene:Rv1166"	806	783.33	805.5
"putative_sRNA:m1296406_1296608"	15	9.5	9
"putative_sRNA:m1297703_1297853"	0	4	4
"putative_sRNA:p1298085_1298652"	23	38	33
"gene:Rv1167c"	149.5	190.83	141.17
"putative_UTR:m1298693_1298763"	58	51.17	44.67
"gene:Rv1168c"	655.5	524	492.67
"putative_sRNA:p1299814_1300130"	36.33	34.5	23.33
"gene:Rv1169c"	114.5	147.67	139.5
"putative_UTR:m1300125_1300219"	42.5	47	52
"putative_UTR:p1300175_1300303"	49.33	52	36.67
"gene:Rv1170"	118.33	138.83	108.83
"putative_sRNA:m1300853_1301083"	15	19	12
"putative_UTR:p1301225_1301306"	333.42	207.08	273.67
"gene:Rv1171"	493.42	345.08	448.33
"putative_UTR:m1301605_1301754"	80	98.25	97.17
"gene:Rv1172c"	573.67	559.5	474.83
"putative_sRNA:p1301845_1301998"	50	76.5	46.5
"putative_UTR:m1302682_1302883"	297.67	253.25	225.33
"putative_UTR:p1302855_1302930"	99.67	124.87	106.08
"gene:Rv1173"	1364.67	1577.7	1156.75
"putative_sRNA:m1304179_1304675"	14	39.33	21
"putative_UTR:m1305034_1305668"	354.42	579.17	543.83
"gene:Rv1174c"	1305.75	1307.67	1090.25
"putative_UTR:m1306002_1306201"	464.5	521	413.67
"gene:Rv1175c"	402.67	566.5	427.83
"putative_sRNA:p1306782_1307267"	104	97	66
"gene:Rv1176c"	40	69.83	44.5
"putative_UTR:p1308908_1309004"	218	226.17	201.67
"gene:Rv1177"	749.08	812.08	652.78
"putative_UTR:p1309332_1309363"	183.75	187.58	138.12
"gene:Rv1178"	597.92	642.58	518.78
"putative_UTR:p1310453_1311041"	146.83	283.08	206.42
"gene:Rv1179c"	709.5	613.83	533.83
"putative_sRNA:p1311794_1312240"	29	38.5	31
"putative_sRNA:m1313344_1313617"	60.25	82.5	81.5
"putative_UTR:p1313630_1313724"	410.25	260.33	276.17
"gene:Rv1180"	3276.75	1958.67	1939.75
"putative_UTR:p1315192_1315233"	196.75	94	103.92
"gene:Rv1181"	9322.83	4877.66	4929.75
"putative_UTR:p1319983_1320034"	457.75	264.67	288.17
"gene:Rv1182"	5347	3241.5	3369
"putative_sRNA:m1320539_1321256"	103.5	171.33	122.83
"putative_UTR:p1321454_1321519"	479.58	229.75	262.92
"gene:Rv1183"	9587	5344	5392.25
"putative_UTR:m1323883_1324531"	188.25	424.12	325.17
"putative_UTR:p1324529_1324961"	306.33	186.17	206.67
"gene:Rv1184c"	2568.92	2906.37	2240.83
"putative_UTR:m1325612_1325775"	305.33	329.5	231.67
"gene:Rv1185c"	4599	4117.83	3354.25
"putative_sRNA:p1326573_1326846"	77	117.83	102.5
"putative_sRNA:p1326864_1327391"	687.83	659	629.33
"putative_sRNA:p1327540_1327919"	113	137.5	121.5
"gene:Rv1186c"	122.33	171.83	114.5
"gene:Rv1187"	91.83	99.83	93
"gene:Rv1188"	47.5	50	48.5
"gene:Rv1189"	45.5	61.83	42
"gene:Rv1190"	35	25.33	35.5
"putative_sRNA:m1333522_1334155"	12	30	15.5
"gene:Rv1191"	57.5	86.83	61
"putative_sRNA:m1334182_1334560"	7	9	11.5
"gene:Rv1192"	606.33	629.33	552.7
"putative_UTR:p1335755_1335793"	40.17	55.83	47.2
"gene:Rv1193"	198	228.33	186.2
"putative_UTR:m1337200_1337247"	29	38.5	39.5
"putative_UTR:p1337216_1337472"	75.33	108.5	77
"gene:Rv1194c"	606.17	811.17	783.83
"putative_UTR:m1338514_1338543"	11.33	35	16.5
"putative_UTR:p1338899_1339002"	152.75	509.75	626.42
"gene:Rv1195"	377.25	1277.53	1512.25
"putative_UTR:p1339303_1339348"	185.25	661.45	763.25
"gene:Rv1196"	1014.41	3042.33	3999.58
"gene:EBG00000313387"	409.75	1140.17	1623.25
"gene:Rv1197"	1696.61	3140.11	4316.11
"putative_UTR:p1340956_1341005"	670.78	1056.11	1438.61
"gene:Rv1198"	1418.95	2900.69	3763.44
"putative_UTR:p1341291_1341838"	804.33	1616.25	2013.33
"gene:Rv1199c"	13	35	27.5
"putative_UTR:p1342548_1342941"	315.5	500.67	501
"putative_sRNA:m1342668_1342979"	110	123.5	105
"gene:Rv1200"	381	601.58	486
"putative_UTR:m1344055_1344215"	78.83	115.5	67.83
"gene:Rv1201c"	607.33	918	574.83
"gene:Rv1202"	277.83	261.5	210.5
"gene:Rv1203c"	14.5	18	17
"gene:Rv1204c"	105.83	122.75	109.08
"putative_UTR:m1348625_1348708"	32.33	34.42	40.33
"gene:Rv1205"	583.17	452.67	432.25
"putative_sRNA:m1348867_1348979"	13	10	9.5
"putative_UTR:p1349283_1349331"	148.25	87.33	83.75
"gene:Rv1206"	1167.08	691.33	638.33
"putative_UTR:p1351126_1351190"	128	82.33	80.92
"gene:Rv1207"	230.33	194.83	185.67
"putative_sRNA:m1352077_1352191"	2	8	1.5
"gene:Rv1208"	216.33	269.92	201.33
"putative_UTR:p1353119_1353156"	23.83	21.08	22
"gene:Rv1209"	81.5	94.42	82.17
"gene:Rv1210"	244.75	254.17	217.67
"putative_UTR:p1354137_1354242"	346.25	400.5	347.78
"gene:Rv1211"	727.42	810.67	693.28
"putative_UTR:p1354471_1354984"	553.08	626.5	481
"gene:Rv1212c"	90	99.5	82.5
"gene:Rv1213"	577.17	446.33	422.5
"gene:Rv1214c"	64	96.5	95.5
"gene:Rv1215c"	171.67	276.67	212.75
"putative_sRNA:p1359157_1359951"	135.5	210.17	138
"putative_UTR:m1359445_1359471"	17.42	29.83	32.58
"gene:Rv1216c"	176.75	407.83	408.58
"gene:Rv1217c"	168.5	452.83	356
"gene:Rv1218c"	155	457.67	373
"gene:Rv1219c"	108	335.17	250.67
"putative_sRNA:p1363207_1363489"	35.33	69.5	66
"putative_UTR:m1363447_1363502"	3.5	10.5	3.33
"gene:Rv1220c"	52.83	130	87.83
"gene:Rv1221"	468.17	1077.67	763.17
"putative_sRNA:m1365017_1365114"	0	0	0
"gene:EBG00000313390"	90.53	143.5	114.25
"putative_sRNA:m1365341_1365471"	1	2	3
"gene:Rv1222"	363.12	434.83	352.08
"putative_UTR:p1365809_1365874"	67.92	84.33	82.83
"gene:Rv1223"	1798	2138.33	1665.33
"gene:Rv1224"	312.5	431.5	299.83
"putative_UTR:p1367859_1367907"	40.83	58	42
"gene:Rv1225c"	59.5	58	43.5
"putative_sRNA:p1368047_1368350"	99	198.5	167.83
"gene:Rv1226c"	61.33	60.5	42.5
"gene:Rv1227c"	30	39.5	23.5
"gene:Rv1228"	102	89	72
"putative_UTR:m1371068_1371776"	567.83	602.67	521.08
"gene:Rv1229c"	555.5	687.5	465.83
"putative_sRNA:p1372453_1372942"	151.5	175	143.83
"gene:Rv1230c"	649.75	663.92	638
"putative_UTR:m1374198_1374321"	204.92	248.42	233
"gene:Rv1231c"	173.67	204.17	146
"putative_sRNA:p1374605_1375036"	92	65.5	40.5
"gene:Rv1232c"	330.5	439.42	286.5
"putative_UTR:m1376169_1376229"	49.33	94.08	69.17
"gene:Rv1233c"	330.67	568.42	361.5
"putative_sRNA:p1376547_1376899"	18	29	18
"gene:Rv1234"	314.83	328.83	260
"gene:Rv1235"	241.83	252.33	210.67
"gene:Rv1236"	179	222.83	156.5
"gene:Rv1237"	290.83	314.83	244.17
"gene:Rv1238"	369.83	524.17	400.83
"putative_UTR:p1381866_1381987"	45.67	67.5	48.67
"gene:Rv1239c"	186.5	185.5	132.83
"putative_UTR:p1383182_1383212"	17	34	23
"gene:Rv1240"	373.75	659.5	414.33
"putative_UTR:p1384203_1384277"	40.75	61.25	44.83
"gene:Rv1241"	59.17	137.92	103.83
"gene:Rv1242"	60	187.17	131.83
"gene:Rv1243c"	12	21	18
"putative_sRNA:p1385612_1385813"	1	2	3
"putative_UTR:p1386810_1386856"	23	27.83	25.5
"gene:Rv1244"	96	125.33	92.5
"putative_UTR:m1387069_1387797"	36	41.17	45
"gene:Rv1245c"	198.83	281.83	195.33
"putative_sRNA:p1387820_1388026"	18.5	27.67	18
"putative_sRNA:p1388042_1388207"	22	47.33	27.5
"putative_sRNA:p1388439_1388651"	17	26	11
"putative_UTR:m1388629_1388684"	21.33	36.17	31
"gene:Rv1246c"	49	108.25	92.33
"gene:Rv1247c"	90.17	125.42	93.17
"putative_UTR:m1389245_1389356"	92.17	79.17	67.5
"gene:Rv1248c"	2671.25	2723.83	2318.08
"putative_sRNA:p1392365_1392747"	48	70.33	46.5
"putative_UTR:m1393053_1393193"	69.08	67.67	67.17
"gene:Rv1249c"	297.08	301.75	267.67
"putative_sRNA:p1393527_1393870"	15.5	18	12.5
"putative_UTR:m1393983_1394078"	83	84.58	75
"putative_sRNA:m1394170_1395003"	86.83	85.5	76.33
"gene:Rv1250"	180	166.17	156.5
"gene:Rv1251c"	299.33	563	352.33
"gene:Rv1252c"	119.5	209	134.33
"gene:Rv1253"	336.83	409.5	300.83
"putative_sRNA:m1400087_1400381"	324	263.33	155.33
"gene:Rv1254"	257.92	342.5	241.17
"putative_sRNA:m1402293_1402732"	56.5	126	84.83
"gene:Rv1255c"	26	72.5	38.5
"putative_UTR:p1402810_1402978"	74.33	103.5	79.5
"gene:Rv1256c"	36.5	97.5	59
"putative_sRNA:p1404640_1404929"	4	10	14
"gene:Rv1257c"	370	496.83	343.17
"gene:Rv1258c"	97	101.5	77
"gene:Rv1259"	32.17	55	37.33
"gene:Rv1260"	363.67	559.83	389.33
"putative_UTR:p1409359_1409442"	36.5	60.5	47.5
"putative_UTR:m1409422_1409483"	49.67	47.5	39.33
"gene:Rv1261c"	344.17	422.33	285.17
"gene:Rv1262c"	106	196.5	165
"gene:Rv1263"	52.5	65	58
"gene:Rv1264"	332.67	488.17	370.5
"gene:EBG00000313343"	117	103.5	120
"putative_UTR:p1413210_1413259"	7.5	19.67	15.5
"gene:Rv1265"	391.17	511.67	404.17
"putative_UTR:m1413885_1413959"	59	50.83	42.5
"putative_UTR:p1413941_1414396"	97	132.33	108.17
"gene:Rv1266c"	572	494.17	442.5
"gene:Rv1267c"	122	126.5	75.5
"gene:Rv1268c"	16.83	36.83	18
"putative_UTR:m1418524_1418578"	34	40.83	33.5
"gene:Rv1269c"	108	133	106.33
"putative_UTR:m1418954_1419013"	29.83	40.5	34
"gene:Rv1270c"	344.33	417.33	331.67
"putative_sRNA:p1419632_1419880"	86.83	107	83.5
"gene:Rv1271c"	70	101.83	98.5
"putative_sRNA:p1420042_1420768"	307.25	367.5	297.33
"gene:Rv1272c"	223.17	327.75	241.83
"gene:Rv1273c"	100.33	179.5	138
"putative_UTR:p1424154_1424196"	52.5	73.17	46
"gene:Rv1274"	456.33	562.67	373
"gene:Rv1275"	390.5	529	400.08
"putative_UTR:p1425294_1425350"	43.5	58.83	46.58
"gene:Rv1276c"	6.5	17	11
"gene:Rv1277"	168.33	319.33	197.83
"gene:Rv1278"	213.17	325.33	229
"gene:Rv1279"	276.33	525.67	345.83
"gene:Rv1280c"	612.83	894.33	619.58
"putative_sRNA:p1432757_1432912"	7	10	4
"gene:Rv1281c"	310	384.83	317.75
"putative_sRNA:p1435066_1435397"	5.5	18.17	12.5
"gene:Rv1282c"	194.33	216.33	196.33
"gene:Rv1283c"	295.33	375.5	287
"putative_sRNA:p1436463_1436747"	11.5	13	9.5
"putative_UTR:p1437269_1437323"	194.58	94.08	102.83
"gene:Rv1284"	666.92	303.92	319
"putative_sRNA:m1437638_1437877"	1	1	2
"putative_UTR:p1437816_1437908"	109.83	42.33	56.17
"gene:Rv1285"	228	234.17	186.33
"gene:Rv1286"	446.25	433.17	353.08
"putative_sRNA:m1439648_1439770"	9.5	17	17
"putative_sRNA:m1439866_1440047"	27	40	30.5
"putative_UTR:p1440752_1440804"	25.08	29.17	26.5
"gene:Rv1287"	112.92	164.67	129
"gene:Rv1288"	152	155	126.5
"gene:Rv1289"	136.5	237	172.33
"putative_UTR:p1443400_1443430"	9.5	25	16
"gene:Rv1290c"	97	167.5	109
"gene:Rv1290A"	3	6	3
"putative_sRNA:m1445141_1445394"	27.5	69.83	44
"gene:Rv1291c"	0.5	3	0
"putative_sRNA:p1445987_1446091"	14	24.5	11.5
"gene:Rv1292"	259.33	421.83	311.67
"gene:Rv1293"	404.33	610.5	420.17
"gene:Rv1294"	399.5	585.67	425
"gene:Rv1295"	434.33	674.33	440.17
"putative_UTR:p1451780_1451996"	46.5	81	54.83
"gene:Rv1296"	189.58	239.67	186.33
"putative_UTR:p1452948_1453203"	401.67	718.58	611.42
"gene:Rv1297"	4656.75	6930.83	4926.58
"putative_UTR:p1455013_1455162"	885.92	1192.58	801.75
"gene:Rv1298"	1646.25	2177.83	1488.5
"putative_UTR:p1455406_1455494"	345.92	435.41	347.58
"gene:Rv1299"	801.25	982.42	720.67
"gene:Rv1300"	830.67	967	762.33
"gene:Rv1301"	497.25	606.83	433.92
"putative_UTR:p1458212_1458294"	32.92	41.5	30.08
"gene:Rv1302"	791.58	593.67	533.67
"putative_UTR:p1459510_1459765"	174.33	190.08	167.67
