"SRR5689224_sorted"	"SRR5689225_sorted"	"SRR5689226_sorted"	"SRR5689227_sorted"	"SRR5689228_sorted"	"SRR5689229_sorted"	"SRR5689230_sorted"	"SRR5689231_sorted"	"SRR5689232_sorted"	"SRR5689233_sorted"	"SRR5689234_sorted"	"SRR5689235_sorted"
"putative_UTR:p1281873_1281912"	438	490.28	146	187.08	300.17	74	730.42	676.58	443.75	353.33	130.92	437.67
"putative_UTR:p1282040_1282305"	2152.87	2653.5	882	1180.33	1690.67	398	2797.67	2715	1761	1658.42	560.67	1954.5
"gene:Rv1156"	7592.48	8271.08	1271	1608.83	5889	2246.75	6373.83	7485.08	2108.33	2498.42	2786.83	3817.33
"putative_UTR:p1282894_1283176"	3092.2	3107.08	468.33	645	2416.75	936.67	2040	2061.17	521.33	724.17	1030.83	1326.75
"putative_UTR:m1282915_1283055"	269.78	272.67	260.67	361.33	146.75	10	340.08	226.58	30.33	34.58	11.5	13.5
"gene:Rv1157c"	3148.12	3008.33	2658.25	3710.45	1564.58	118.5	4873.53	2834.78	538.5	625.25	98	79
"gene:EBG00000313317"	482	441.67	177	237.33	326	93	286.17	175.33	67	94.5	94	146.5
"putative_sRNA:p1284149_1284453"	158.5	144	123	180.33	96.83	50	57.5	65.5	34	39.33	37.33	72.5
"gene:Rv1158c"	2561.42	2525.53	1756.25	2706.45	1562.83	108.5	3630.07	2217.2	237.67	447.83	91.5	39.33
"putative_UTR:m1284863_1284891"	243.17	262.53	264.58	387.17	170.33	13	329.2	183.33	18.67	48.33	7	4.83
"gene:Rv1159"	1896.67	1960.67	326.5	390.33	712.5	170	732	490.92	310.08	426	351.5	777.33
"putative_sRNA:m1285119_1285188"	11.5	7	906.5	1207.83	32	4	10	4.5	16	27.33	4	24.33
"putative_sRNA:m1285583_1285853"	249.83	231.42	1204	1745.17	319	70.75	127.5	96.5	278.33	317.5	95.5	296.17
"putative_UTR:m1286087_1286283"	776.83	1019.42	1359.33	1931.08	1202.08	277.42	2192.7	2611.2	1070	833.5	493.33	1651
"gene:Rv1159A"	1470.83	1863.67	2289.83	2872.58	2003.25	479.75	4841.78	6249.7	1394.67	1255.67	907.83	2998.17
"gene:Rv1160"	399.5	337.5	149	178	251.75	49.5	87.33	73.5	38.5	83.5	65.33	159.5
"putative_sRNA:m1286827_1287051"	29.5	33.5	2123	2798.92	54	16	9.5	7.5	22.5	11.5	17	25
"putative_UTR:p1287021_1287327"	3756.5	3622.92	2192.42	2425.25	12319.17	8628.2	4036.08	3106.08	1591.58	1542.17	4334.58	2981.83
"gene:Rv1161"	30534.4	28333.03	14073.33	18981.17	73814.51	36120.7	38624.6	33563.23	33445.91	25610.36	30606.37	19319.75
"putative_sRNA:m1289075_1289207"	176.83	156.67	3435.25	4860.83	147	60.67	87.33	95.5	46.5	64	64.5	190.5
"putative_UTR:p1291027_1291064"	448.15	408.03	113.42	161.17	1086.26	312.91	432.51	363.23	346.5	303.7	258.78	264.42
"gene:Rv1162"	8919.09	7703.73	1498.25	2118.16	12515.04	4062.75	9543.03	7619.31	6135.75	5119.11	3023.08	4165.1
"putative_sRNA:m1291272_1292096"	3527.33	3672.42	19817.08	23123.08	12184.25	4577.58	6408.58	4618.83	5935.17	5000	4799.58	6903.17
"putative_UTR:p1292742_1292797"	456.7	437.36	99.5	134.33	638.81	255.5	522.58	427.16	424.58	371.5	157.25	237.52
"gene:Rv1163"	1737.11	1726.61	347.17	430.75	2305.81	831	1842.75	1554.33	1505.41	1240.5	500.75	803.52
"gene:Rv1164"	2075.17	2070.17	274.5	353.5	2445.42	560.5	1475.83	1179.67	1213.5	958.5	436.33	772
"gene:Rv1165"	3708.5	3737.83	424.5	591.83	2371.5	692	993.67	822.25	705.17	678.83	592.83	1292
"gene:Rv1166"	4323.42	4173.42	14932.75	19929.75	3471.67	1344.17	1827.17	1568.83	723.83	1254.17	1265.67	1733.5
"putative_sRNA:m1296406_1296608"	62.5	70.5	665	1095.83	173	37	41	38.5	42.5	44	57.5	102.5
"putative_sRNA:m1297703_1297853"	67.5	74.5	721.5	1101.5	164	89	29.33	17	27.5	37.5	142.5	114.33
"putative_sRNA:p1298085_1298652"	132.17	105.33	3505	4739.75	210.5	70	53.33	36.33	28.67	92.83	69.5	125.33
"gene:Rv1167c"	1453.33	1464.28	2750.5	3732.28	2373.33	2254.61	727.33	584.78	366.08	536.33	5859.29	2735.44
"putative_UTR:m1298693_1298763"	319.53	253.62	908.83	1150.36	1299.41	1666.86	191.08	136.12	168.08	228.83	4499.36	1373.94
"gene:Rv1168c"	1254.37	1128.87	7202.25	9802.53	10193.08	16533.02	1207.08	1002.45	848.25	802.67	28276.74	8912.36
"putative_sRNA:p1299814_1300130"	83.83	82.33	1025.67	1460.17	582.75	424.33	307.83	286.33	217.17	235.83	245.83	1810
"gene:Rv1169c"	50.17	28.5	2812.83	3901.08	4639.75	8952.07	53	39.83	88.17	73.67	7221.17	2197.17
"putative_UTR:m1300125_1300219"	21	10.5	1119.83	1614.08	1776.58	3113.9	20.5	11	29.5	27.5	2114.5	709.25
"putative_UTR:p1300175_1300303"	102	96.33	357.17	527.08	532.67	247.33	129.5	120.08	47	60.33	104.42	645
"gene:Rv1170"	829.92	758.33	3336.42	4435	1664.5	748.83	548.5	335.75	138.83	270.83	684.75	1530.92
"putative_sRNA:m1300853_1301083"	250	227.83	570.5	793	495.83	149	103.75	68	57.5	107	187	138.5
"putative_UTR:p1301225_1301306"	437.17	401	200.08	299.75	993.92	395.33	606.25	560.5	175.25	228.67	529.08	297.25
"gene:Rv1171"	882.67	795.25	721.5	1055.75	1509.92	674.83	876.92	768	316.25	405.67	1036.92	621.25
"putative_UTR:m1301605_1301754"	468.83	397	341.5	416.92	599.67	239	107.92	66.17	57.5	101.25	205.67	230.5
"gene:Rv1172c"	4107.33	4035.62	3017.28	3945.17	6448.42	3358.08	2484.17	1467.67	1095.17	1445.75	3696.92	2490.17
"putative_sRNA:p1301845_1301998"	109.5	132	584.83	869.83	175	77.5	52.83	45	26.5	46.5	102.83	135.5
"putative_UTR:m1302682_1302883"	1534.58	1469.53	1438.45	1735.42	3694.25	2145.33	982.5	561.83	392	543	2511.92	939.83
"putative_UTR:p1302855_1302930"	2789.58	2744.12	1183.75	1731.58	948.67	280.17	1892.12	1886.5	3484.65	3362.5	630.58	1492.08
"gene:Rv1173"	16660.33	18099.62	5867.75	8237.42	8023.42	2138.17	12086.03	9610.83	7428.65	7410.58	4350.5	7390.67
"putative_sRNA:m1304179_1304675"	304.33	275.83	815.5	1103.58	374	100	107	73	205.33	229	160	200
"putative_UTR:m1305034_1305668"	6068	5311.87	3897.33	5313.87	7382.67	2024.83	1781.03	1070.25	1021.17	1421.5	2652.12	4597.33
"gene:Rv1174c"	6344.73	5881.2	4303.83	6328.03	11590.25	2905.17	3536.03	2698.5	1724.58	2015.17	4323.62	7533.17
"putative_UTR:m1306002_1306201"	2029.4	1909.45	1164.42	1593.83	4008.25	1019.67	1164.92	945.58	521.75	670.67	1249.17	2402.17
"gene:Rv1175c"	3196.33	3148.12	667.83	1025.67	2656.5	434.83	1193.5	947.67	623.83	881.33	757	1315.67
"putative_sRNA:p1306782_1307267"	723.17	701.42	825.83	1121.83	2005	1013	353.08	424.83	535.83	514.5	512.33	1152
"gene:Rv1176c"	379	291	145.67	148.5	543.92	131.83	67.5	39.33	77	87.5	131.67	212.83
"putative_UTR:p1308908_1309004"	937.08	894.53	245.08	336.5	1688.92	531	809.25	699.5	99.42	98.42	292.17	408.58
"gene:Rv1177"	5814.57	5540.82	1437.28	1915.56	8214.11	2405.14	8036.38	7345.93	893.18	956.81	1675.03	2278.19
"putative_UTR:p1309332_1309363"	3073.57	3059.37	664.78	882.81	3626.45	958.97	4018.96	3402.8	637.26	626.48	724.19	1123.27
"gene:Rv1178"	18819.95	18209.29	2551.19	3524.31	13854.11	3796.89	10977.21	8479.38	1390.76	1671.48	2964.03	5915.36
"putative_UTR:p1310453_1311041"	9004.83	8781.53	865.33	1211.92	3399.28	803	3634.5	2315.17	193.17	352.5	686.42	2024.08
"gene:Rv1179c"	3260	3274.92	290.5	407.5	1236.83	309.5	1857.67	1500	688.5	848.5	373.83	867.33
"putative_sRNA:p1311794_1312240"	337.33	422.17	561.5	660	400	88	236.83	178.58	224.5	249	117.33	281
"putative_sRNA:m1313344_1313617"	214.58	223.33	68.5	69	101.33	10.5	90.83	105.83	87.5	64.5	18	43
"putative_UTR:p1313630_1313724"	232.67	198.83	229.58	266.33	483.33	82	223.25	150.42	222	237.67	63.33	175.33
"gene:Rv1180"	2697.1	2734.5	1680.33	2172.33	3911.5	570.75	3606.75	3096.33	2290.75	2355.5	493.83	1715.75
"putative_UTR:p1315192_1315233"	140.35	151.92	73.33	94.08	191.17	28.25	154.17	151.75	148.75	182.5	24.33	95.95
"gene:Rv1181"	1669.68	1722.5	556	694.92	1080.16	206.92	939.33	979.83	592.33	755.67	247.83	586.62
"putative_UTR:p1319983_1320034"	26.67	26.17	6.17	7.17	7.83	0.33	17.67	23.5	6.92	7.33	5	3.67
"gene:Rv1182"	403.67	396	61.33	67	140.33	14.83	301.08	381.37	94.75	108.17	62.17	74.33
"putative_sRNA:m1320539_1321256"	286	278.83	215.5	236.5	315	64	98.83	69.5	79	64	117.5	129.5
"putative_UTR:p1321454_1321519"	88.17	72.67	4.17	8.83	36.5	5.33	32.25	33.7	18.5	21.17	12.17	19.67
"gene:Rv1183"	1108.5	1005.58	204.17	274.17	328	93	223.58	287.83	293.17	263.67	154.5	195.17
"putative_UTR:m1323883_1324531"	1075.42	895.92	103.5	93.33	827.67	142.25	265.08	274.5	336	402	31	331
"putative_UTR:p1324529_1324961"	26.5	40.33	6	9.5	23	5	13.5	11.67	10.17	6	6.5	12
"gene:Rv1184c"	7835.58	6939.95	1076	1352.83	5032.5	1164	3459.78	3323.2	3526.17	3361.17	339.33	2693.67
"putative_UTR:m1325612_1325775"	1388.33	1365.28	257	370.67	1140.17	245.92	803.15	738.87	653.33	759.83	84.5	512.33
"gene:Rv1185c"	9567.83	9007.75	1021	1280.5	5558.83	692.17	5065.03	5936.92	1768	1975.83	721.17	2458.5
"putative_sRNA:p1326573_1326846"	170.17	191	33	40	189	62	69.5	49.5	19	22.83	104	82.5
"putative_sRNA:p1326864_1327391"	2425.42	2165.17	494.83	629.75	2108.17	397.83	1019.5	962.83	792.17	798.83	555.17	752.83
"putative_sRNA:p1327540_1327919"	414	425.33	162.5	256.33	427	45.5	107.92	82.83	59.5	167.5	47.5	196
"gene:Rv1186c"	1157.33	1220.67	369.5	443.33	1877.17	395.17	402.25	342.83	624.5	413	556	1219.17
"gene:Rv1187"	1667.17	2042.42	1364.5	1589	4627	245.5	2564.62	1792.42	1568.67	1049.25	464.5	1176.17
"gene:Rv1188"	636.5	744.67	191	252.33	2100.25	65.5	548.7	370.75	346.67	243.33	138.5	363.75
"gene:Rv1189"	379.5	409.83	166.83	195.5	874.08	49	166	153.5	249.83	194.5	89.75	198.5
"gene:Rv1190"	225.33	198.08	62	87	601.67	22.5	120	71.67	87.83	46.5	32.75	89.5
"putative_sRNA:m1333522_1334155"	205.83	280	166.5	210	384.33	163	61	31.67	70.5	78.5	137	252
"gene:Rv1191"	1106.17	1158.33	122.5	186.5	816.5	103.5	462.33	340.5	174	139.5	161.83	358.5
"putative_sRNA:m1334182_1334560"	241.5	230.17	170	226.5	202.67	53.5	82.5	33.83	156.5	124	108.5	476.33
"gene:Rv1192"	4977.91	5335.33	441.33	567.58	17126	7051.66	2799.11	2371.86	497.87	678.75	7832.12	5617.19
"putative_UTR:p1335755_1335793"	742.16	915.83	58.83	84.08	2059.33	667.91	533.61	375.53	79.53	129.58	1052.37	667.03
"gene:Rv1193"	3710.16	3786.49	448.83	634.58	5501.5	1844.66	1935.69	1438.53	491.53	653.08	2437.54	2665.19
"putative_UTR:m1337200_1337247"	98	80.33	34.5	41.33	615.58	214	40.67	29.5	8	11	103	152.67
"putative_UTR:p1337216_1337472"	324.67	309.17	55.5	59.5	306.33	69.5	147	163.17	52.5	87.5	147	208.17
"gene:Rv1194c"	3795.08	3617.75	633.17	749.17	18006.42	6575.5	1191.42	722.75	431.67	457	3641.67	5407.67
"putative_UTR:m1338514_1338543"	152	124.5	69.83	94.17	368.83	159.08	23.83	11.5	21.33	28.5	47.17	134.17
"putative_UTR:p1338899_1339002"	3127.2	2856.81	17.75	28.83	5034.7	1250.67	583.5	246.5	6.92	19.83	292.33	1190.5
"gene:Rv1195"	7905.34	7132.45	20.08	28.58	11896.84	3039.02	1721.03	840.25	27.92	33.5	702.5	2797.41
"putative_UTR:p1339303_1339348"	3793.23	3360.61	8.08	16.58	4958.72	1400.36	1009.36	519.25	12.08	18	322.33	1262.33
"gene:Rv1196"	41038.09	40598.69	207.75	277.25	49845.84	12282.61	19039.53	8771.94	294.75	832.25	3801.61	11753.31
"gene:EBG00000313387"	4014.06	3866.79	7.67	10	5453	1056.91	3421.57	1927.94	13.33	27.33	445.12	1035.65
"gene:Rv1197"	10477.21	10187.75	155.08	214.25	14907.42	2831.97	10829.81	7320.81	262.75	247.45	1345.78	2812.49
"putative_UTR:p1340956_1341005"	3646.82	3474.57	47.25	55.08	4634.28	854.73	4083.82	2631.68	75.25	80.78	465	932.24
"gene:Rv1198"	10542.49	9479.14	162.08	190.42	12396.82	2141.03	11544.65	7562	192.83	247.12	1176.91	2964.19
"putative_UTR:p1341291_1341838"	6676.95	5680.85	188.83	250.5	7709.9	1242.5	6123.86	4065.48	151.5	244.62	901.33	2267.62
"gene:Rv1199c"	205.25	189.58	671.75	937.75	272.92	141.5	29	21.5	31.58	41.83	96.5	249
"putative_UTR:p1342548_1342941"	3012.42	2660	1587.08	2210.83	2848.42	817.58	1258	937.83	2396.67	2404.83	516.5	1318.25
"putative_sRNA:m1342668_1342979"	274.75	299.25	169.75	219.08	802.33	416.5	93.67	83.67	97.92	135.33	168.67	301.58
"gene:Rv1200"	6248.08	5856.25	1536.75	2111.67	2801.67	1031	1197.67	724.5	398.83	475	849.67	2462.25
"putative_UTR:m1344055_1344215"	331.58	331.33	60.33	88.33	337	85.67	247.42	298.17	22.5	32	90.33	124.5
"gene:Rv1201c"	2610.42	2640.5	267.17	367.33	2136.17	792	1812.42	1648.5	107	124.5	550.83	868.67
"gene:Rv1202"	1809.75	1725.58	1642.33	2398.42	2026.08	840.5	942	688.83	459.83	580.5	832.17	1540.83
"gene:Rv1203c"	199.83	190.5	560.83	722.17	375.83	167.33	60.83	41.25	111.33	179.83	134.17	179
"gene:Rv1204c"	2031.5	2043.92	749.67	910.83	1560	546.5	754.67	547.58	252.83	351.5	566.17	699
"putative_UTR:m1348625_1348708"	289.58	278	73.5	101.33	319.33	117.67	134.17	88.83	41.5	53.33	108.33	94.5
"gene:Rv1205"	674.67	675.42	478.33	605.58	1188.33	225.5	431.08	433.37	167.08	177.67	381.83	373.5
"putative_sRNA:m1348867_1348979"	31.83	38.83	88	104.5	227.33	147.83	35	10	18	18.5	53	51
"putative_UTR:p1349283_1349331"	81.17	67.67	50.33	82.75	117.67	19	56.92	56.37	23.42	32.67	37	36.5
"gene:Rv1206"	1435.08	1477.53	1145.92	1547.25	1775.2	310.5	1352.75	1215.48	524.17	535.25	679.83	726.37
"putative_UTR:p1351126_1351190"	125.75	148.2	80.08	92.33	157.53	18.25	141.83	129.7	67.75	64.42	59.25	68.53
"gene:Rv1207"	2168.58	2261.95	770	1177.58	2008.65	622.92	1073.83	880.78	490.92	561.25	746	2552.7
"putative_sRNA:m1352077_1352191"	36.83	20.5	30	28	32.5	9	19.67	16	5	7	1	14
"gene:Rv1208"	2409.86	2372.75	561.25	748.42	2026.36	588.33	923.67	672.08	328.42	431.5	690.92	1933.41
"putative_UTR:p1353119_1353156"	258.11	264	46.33	64.83	210.08	49.17	99.5	75.92	44.92	67	64.83	206.41
"gene:Rv1209"	1943.61	2007.91	482.83	607	2409.41	592.33	1401.92	1189.67	303.08	368.17	724.33	2015.25
"gene:Rv1210"	1902.67	1906.67	459	595.83	1774.92	519.42	837.45	828	304.67	411.17	721.33	1782.5
"putative_UTR:p1354137_1354242"	1682.03	1817.08	386.33	454.17	1830.25	517.08	1552.06	1900.5	309.83	365	562.25	1062.33
"gene:Rv1211"	4135.13	4853.86	994.58	1319.58	4788.16	1388.75	3953.76	4573.06	906.08	1020.17	1461.78	2913.25
"putative_UTR:p1354471_1354984"	4260.35	4848.36	1332.58	2029.08	5295.83	1445.58	3175.86	3290.23	1331.08	1378.5	1295.87	3406.66
"gene:Rv1212c"	556.67	600.17	554.5	790	598.33	461.67	395.5	359.33	181.5	190.83	189.5	404.92
"gene:Rv1213"	1732.75	1938	787.83	1040.5	2206.5	804.33	2494	2112.08	813.83	580.5	1001	1477.33
"gene:Rv1214c"	444.83	447.5	461	589.17	646.67	138.5	239	196	150.5	123	134	136
"gene:Rv1215c"	1951.67	1873.08	1142.17	1574.58	1996.58	768.17	4652.17	2621.5	1238.45	690.58	1384.75	1355.75
"putative_sRNA:p1359157_1359951"	2663	2859.25	3317.33	4355.25	3064	1009.83	1556.08	1154.83	2292.33	2057	1216.83	1431.5
"putative_UTR:m1359445_1359471"	63.58	62	57.17	70.08	160.25	58.17	1154.62	465.25	272.95	147.25	187.91	117.92
"gene:Rv1216c"	845.03	691.33	270.17	364.42	1140.91	479	12811.7	6067.66	3503.61	1894.92	2118	732.17
"gene:Rv1217c"	1838.28	1621.08	587.83	791.5	2891.58	1256.17	40430	15852.12	8023.5	4051.5	8614.58	1775
"gene:Rv1218c"	657.58	496.33	444.5	552.83	2112.67	1152.17	11936.75	5464.95	1880.82	1091.5	5171.17	1063.5
"gene:Rv1219c"	448.42	309.17	428	553.67	1838.92	1320.5	5393.42	2513.17	1272.32	805.17	4218.58	850
"putative_sRNA:p1363207_1363489"	302.83	278.5	50.33	91	83	24	202.33	192.83	17	12.5	42.5	67.33
"putative_UTR:m1363447_1363502"	309.08	280.25	17	23.5	55	9	235.08	132.7	28.67	31.5	23.83	37.5
"gene:Rv1220c"	2904.92	2870.25	338.33	464.33	712	214.5	2431.92	1618.28	246.17	340.5	286.33	495
"gene:Rv1221"	7799.75	9392.75	20254.5	25948.58	35318	23577.16	9626	10566.42	3452.42	2816.5	49529.58	50076.16
"putative_sRNA:m1365017_1365114"	2.33	2.83	51.5	91.58	9.67	6	8	4.5	4	4	12.83	34.67
"gene:EBG00000313390"	1431.5	1542.52	4847.91	6158.41	3834.83	2117.41	2281.82	2085.2	1166.17	1067	5485.08	6733.36
"putative_sRNA:m1365341_1365471"	5	7.83	45.83	87.83	16	6	6.67	9.5	19	3.5	10.5	10.5
"gene:Rv1222"	4113.36	4283.36	11451.26	14708.62	7337.72	3520.64	5392.51	4846.56	3401.31	3111.56	9936.35	12703.52
"putative_UTR:p1365809_1365874"	1366.94	1376.84	3935.93	4858.04	1973.14	846.23	1204.53	981.03	1039.56	986.73	2691.05	3823.91
"gene:Rv1223"	14298.78	14039.88	33017.52	42868.43	16406.06	6247.15	8808.08	6345.03	7524.14	7229.03	13147.3	26236.96
"gene:Rv1224"	2356.67	2255.03	5961.75	8228.28	1835.58	615.33	858.33	668.42	837.5	899.33	1339	3525
"putative_UTR:p1367859_1367907"	530.25	518.08	1935.83	2644.78	381.42	138.67	181.17	140.08	170.17	215.17	280.33	876.58
"gene:Rv1225c"	498.33	521.17	537.83	787.67	661.92	299.33	306.67	236.17	203.5	185	339.5	500.17
"putative_sRNA:p1368047_1368350"	1208	1215.92	7339.33	10001.08	1003.67	324.17	309.83	201.17	285.83	356.83	677.33	2465.17
"gene:Rv1226c"	1436	1689	1495.33	2187.5	1345.58	719.17	1901.58	1436.67	420.83	493.83	506	466.33
"gene:Rv1227c"	760.08	958.17	839.33	1267.33	685.58	367.5	1219.17	956.67	204.33	275.83	275.5	271.17
"gene:Rv1228"	165	179.33	4181.33	5431.83	802	234.5	176	147.33	103	65.5	177.5	662.67
"putative_UTR:m1371068_1371776"	2556.17	2237.42	1490.33	1781.75	5228.5	2931.83	915.5	661.33	694	777.17	1615.83	2780.92
"gene:Rv1229c"	4832.83	5039.75	936.33	1372.33	4732.75	1351.17	4462.17	3153.17	2069	1583.08	2102.33	5296.25
"putative_sRNA:p1372453_1372942"	1348.42	1280.5	1555.83	2346.83	4321	1418.83	1269.17	963.17	433.33	506	564.92	675
"gene:Rv1230c"	2458.53	2590.83	664.17	893	2750.75	734.33	2341.78	1816.95	1090.83	957.17	974	1540.42
"putative_UTR:m1374198_1374321"	1159.53	1292.08	301.5	403.42	1056.42	230.83	1641.7	1416.28	667.67	649.67	362.5	609.42
"gene:Rv1231c"	958.7	1013.08	173.17	240	493.67	55.5	903.87	862.45	301.5	292.67	107	205.5
"putative_sRNA:p1374605_1375036"	140	153.5	1736	2406.08	681	287.5	189.5	156.83	99	125.5	287.33	439.5
"gene:Rv1232c"	3557.66	3829.75	564.83	810.42	2022.17	460.17	2393.83	1975.33	563	645.33	495	956.08
"putative_UTR:m1376169_1376229"	575.33	557.5	58.17	92.08	226.5	65.17	129.25	88.25	50.17	60.33	57	110.08
"gene:Rv1233c"	4142.16	4492.75	628.17	935.17	946.83	198.33	2360.83	1898.17	545.33	582.33	230.67	331.83
"putative_sRNA:p1376547_1376899"	224.67	290.42	826.33	1163.67	310.83	90.5	79	49.33	57	52.33	106.17	262.33
"gene:Rv1234"	1719.42	1802.58	1172.25	1800.17	3127.33	1337.33	1564.75	1546.17	709	755.33	1488.58	2697.92
"gene:Rv1235"	1388.17	1420.5	1526.42	2257.75	2042.75	774.5	650.58	579.33	370.5	357.08	858.92	1687.25
"gene:Rv1236"	965.25	1011.67	535.33	742.83	778.08	254.17	370.5	293	129.17	127.58	285.83	672.5
"gene:Rv1237"	1126.33	1212.5	467.5	655.33	923.83	187	770.25	754	168.5	166	304.33	681
"gene:Rv1238"	1274.08	1172.75	505.33	679.83	1342.42	251.33	527.33	475.92	236.17	184.33	503.67	841.67
"putative_UTR:p1381866_1381987"	155.5	118.5	77	101.25	130.17	22	44.33	43	37.67	52.83	45.5	92.33
"gene:Rv1239c"	484.58	581.33	1280.5	1736.17	2806.5	540.5	472	319.33	252.83	219	407	710.33
"putative_UTR:p1383182_1383212"	159.58	149	30	34.83	160.58	71.83	104	65.92	4.5	5	22.5	41.5
"gene:Rv1240"	3893.83	4165.16	453	581.75	2655	831.17	2197.17	1642	259.5	327.33	545.58	747.58
"putative_UTR:p1384203_1384277"	343.08	403.91	54.33	64.42	270.42	75.33	191.5	149.25	23	32.83	60.58	76.08
"gene:Rv1241"	741.58	715.91	115.25	168.08	456.92	94.67	127.08	81.42	39.17	59.17	77.08	148.92
"gene:Rv1242"	772.17	795.17	141.92	212.83	365.42	79.67	108.33	76.33	37.5	55.83	77.42	174.42
"gene:Rv1243c"	414	383.33	2983.5	4198.67	300.5	112	119.33	98	65.5	108.5	106.33	180.33
"putative_sRNA:p1385612_1385813"	23	23.5	60	88	27.5	10	5.5	5	3.5	6	5.5	19
"putative_UTR:p1386810_1386856"	190.75	196.58	38.5	64.92	177.17	36.33	91.5	51.25	4.83	16	22	40.33
"gene:Rv1244"	1569.42	1605.92	293.17	407.92	934.17	284.83	443.5	300.25	36.67	76	166	317.83
"putative_UTR:m1387069_1387797"	868.67	912.42	5106.92	7734.58	1737.25	488.83	478.5	341.42	753.42	851.17	389.33	718.67
"gene:Rv1245c"	1204	1253.58	2554.08	3753.83	2512.5	816.83	700.17	558.87	413.67	483.17	443	1253.67
"putative_sRNA:p1387820_1388026"	203	203.67	40	73.7	63.67	32.5	22.5	18.5	6.83	10.5	22	36.5
"putative_sRNA:p1388042_1388207"	180.83	194.17	34.5	55.7	60.17	28.5	22.5	13	6.33	5	14	32.5
"putative_sRNA:p1388439_1388651"	144.08	153	165.5	177.33	297.83	80	117	83	54	68	112.33	108
"putative_UTR:m1388629_1388684"	135.17	139.83	205.5	266.16	205.42	95.5	48	42.78	37.17	45.83	55.67	190.17
"gene:Rv1246c"	331.67	328.5	443.92	582.66	359.92	119.67	180.58	179.95	86.42	118.42	155.75	416.92
"gene:Rv1247c"	510	452.75	602.92	754.5	733.08	196.33	410	393.67	199.5	220.67	229.33	556
"putative_UTR:m1389245_1389356"	396.75	405.07	398.08	515.33	595.58	157.33	390.08	437.5	248.83	233.83	124.25	382.25
"gene:Rv1248c"	13706.33	13185.9	16296.78	21170.41	18655.75	8550.75	10733.75	12096.75	4988	5331.17	6293.17	14843.17
"putative_sRNA:p1392365_1392747"	642.75	655.5	535.5	718.75	2292.33	896.67	357.5	306.67	482.58	437.83	760	1246.67
"putative_UTR:m1393053_1393193"	263.58	246	596.37	907.5	493.33	428.08	219.75	228.67	56.33	94.17	199.25	326.58
"gene:Rv1249c"	1991.92	1875.58	6120.53	7551.42	2295.17	576.83	1783.25	1527.5	661.5	813.33	824.92	1299.83
"putative_sRNA:p1393527_1393870"	378.17	378.83	188.83	214	290.17	96.33	237.5	170.5	61.5	105	61.5	109
"putative_UTR:m1393983_1394078"	312.75	249.83	949.17	1198.83	347.83	105.5	328.75	235.75	70.83	149	115.25	211
"putative_sRNA:m1394170_1395003"	199.17	183.5	4804.5	6309.17	2886.83	1505	165.83	154.83	615.17	892.92	531.67	1703.17
"gene:Rv1250"	970.67	901	384.5	542.17	1509.08	546.83	462.5	396.17	174	139.58	423.83	643
"gene:Rv1251c"	3868.83	3847.75	2598.5	3533.67	2391.5	597.25	2154.45	1411.33	407.33	529.5	603.5	481.5
"gene:Rv1252c"	913.67	804.5	695	979.5	1031.83	304.5	674.78	412.17	58.33	170	214	114.5
"gene:Rv1253"	2210.83	2420.5	549.75	777.17	2159.08	599.17	1275.58	1036.25	892.08	740.75	744.33	880.75
"putative_sRNA:m1400087_1400381"	1513.5	1254	1661.67	1982.17	6027.08	2682.33	1165.08	634.42	386	521.5	2042.33	1360.17
"gene:Rv1254"	1547.75	1603.75	254	288.67	1176.67	241.5	574.08	448.83	413.58	316.67	349.83	521.58
"putative_sRNA:m1402293_1402732"	351.33	313.17	290.5	417.33	587	185.33	103	143.33	61.83	92.5	2906.83	2054.17
"gene:Rv1255c"	258.67	255.5	257.83	340	820.17	372.17	74.58	68.33	68.33	82.5	4773.25	2623.03
"putative_UTR:p1402810_1402978"	525.17	560.25	84	93.17	276.17	56.5	133.75	129.33	135.83	102	85.67	183
"gene:Rv1256c"	693.33	626.33	805.83	1097.83	2836.5	1889.33	126.08	112	142.33	183.5	12199.42	8345.7
"putative_sRNA:p1404640_1404929"	37.5	25.33	750	963	1825.33	602.5	6	2	21	27	1392.75	966.83
"gene:Rv1257c"	3281.67	3330.67	1108.33	1540.17	2635.83	839.83	1137.25	814.42	445.83	499.5	1453.75	4605.17
"gene:Rv1258c"	405.67	440.42	602.83	858.33	755	203.83	162.5	111.83	87.33	111	200	337
"gene:Rv1259"	414.33	473.17	671.33	949.67	740.83	268.5	301.83	254.5	158.83	152.5	334.5	769.83
"gene:Rv1260"	2360.5	2376.75	653	885.33	731.08	213	899.25	1018	324.5	281.5	246.5	407
"putative_UTR:p1409359_1409442"	291.92	270.67	88	122.5	83.25	20	89.92	86.5	63.67	43.5	23.5	56
"putative_UTR:m1409422_1409483"	178.25	197.5	97.83	141.83	220.17	56.17	244.83	259.83	169.83	139.83	108	85.17
"gene:Rv1261c"	1174	1186.42	393.83	533.17	1073	313.33	1309.08	1550.78	570.67	505	640.33	437.5
"gene:Rv1262c"	813	853.58	486.33	703.17	703	221.67	437.33	394.03	177.08	258.67	227	371.83
"gene:Rv1263"	633.25	670	406	524	547.5	171.5	222.5	192	88.5	81	101	286.5
"gene:Rv1264"	6017.92	6140.08	1059.5	1458.83	3756	1351	2649.5	2040.33	1070.75	1219.33	1332.17	2538
